Id,SalePrice
1461,125796.66520930729
1462,163080.85131697785
1463,183889.13947661212
1464,189919.90301179746
1465,190098.39176240398
1466,177862.36245634066
1467,176417.75927128326
1468,171864.8438402382
1469,182004.17151564977
1470,128015.23320408144
1471,193206.97863321498
1472,91766.14903095267
1473,96875.5279045316
1474,152376.55791826415
1475,124784.71570463844
1476,363667.63578561577
1477,252106.9788493575
1478,290161.2283110052
1479,284590.21006837976
1480,474350.1102052409
1481,341335.36168977316
1482,210784.92932424872
1483,176068.83772236016
1484,166846.63042672432
1485,179780.1901705873
1486,197598.83796255145
1487,333943.15031867253
1488,237606.11090453365
1489,197646.0863965931
1490,219497.80531766333
1491,187015.41328083185
1492,94697.94683838083
1493,177704.5470770943
1494,297019.08313067246
1495,295260.9741022839
1496,229512.7848645651
1497,182363.78841863124
1498,162875.01155224635
1499,161235.75925525586
1500,151035.17679834503
1501,170867.43878983214
1502,148593.22535115716
1503,293528.2040139135
1504,238291.59806075977
1505,224576.42403412252
1506,183072.84674331523
1507,237030.1096321057
1508,197144.42668766857
1509,163442.90959400113
1510,148319.83950889515
1511,141889.6860677184
1512,168004.2005162029
1513,144321.3689208363
1514,158554.143496103
1515,182883.61507453807
1516,151235.60694256306
1517,156394.05036123254
1518,128302.80565004383
1519,215008.37577012661
1520,136428.41109287765
1521,132648.50916122473
1522,164877.315727077
1523,117540.63850744227
1524,126471.3724343335
1525,125057.41651953394
1526,129045.60670755485
1527,104190.54049414734
1528,134048.5893660376
1529,143901.79531143286
1530,174475.9214556311
1531,112174.99377896657
1532,102952.55281675507
1533,147503.6198591813
1534,115396.30482198377
1535,155685.0267127893
1536,113138.60573193157
1537,63236.730510323985
1538,165808.48323331145
1539,194172.3104758412
1540,107590.47796721947
1541,143984.10644339363
1542,142219.79082345034
1543,216278.89794797057
1544,75549.46462351963
1545,113758.72566487838
1546,129539.87809370771
1547,138530.27149852386
1548,133030.74083224236
1549,105438.81513153364
1550,138863.77492531942
1551,114448.12861746714
1552,120815.42270154275
1553,144739.8387514018
1554,109162.3516551306
1555,175881.3882678056
1556,96945.87113863425
1557,118633.58607592345
1558,84376.45556328143
1559,100452.81730408543
1560,140798.79268356407
1561,137942.98470511503
1562,129494.05428295812
1563,121564.00869047304
1564,157320.2837530305
1565,141138.51928259947
1566,231022.13689275598
1567,67571.55006846496
1568,223744.12088678055
1569,138700.74838779084
1570,133130.86648091848
1571,108588.3731779135
1572,145282.56566581063
1573,232307.59130816898
1574,117580.32224683173
1575,213994.57627192655
1576,215225.55911457885
1577,188118.15664704153
1578,143913.79920637782
1579,142308.99617612516
1580,190914.99886513728
1581,146545.2731972311
1582,133952.20941048712
1583,333864.5052017581
1584,227800.04739940318
1585,144357.72543923714
1586,71342.32742671767
1587,101601.05999978907
1588,143455.00015069402
1589,101861.40842080627
1590,133783.02288631743
1591,93950.26010318662
1592,134758.06523831064
1593,126108.16744839128
1594,137251.585029253
1595,118531.60270869032
1596,249395.69896974412
1597,181401.0827371278
1598,196858.47941270532
1599,168557.84350271252
1600,169517.8286638185
1601,64397.636277393576
1602,106904.08169067562
1603,90316.12799641078
1604,274488.12755678775
1605,238226.9873126066
1606,173369.7300159431
1607,165136.57470159457
1608,210205.6869292257
1609,184839.67215691917
1610,154679.7606423824
1611,138906.4252089909
1612,160508.17097783435
1613,158623.5838602732
1614,125157.82644327337
1615,87998.43773036126
1616,73943.90469136728
1617,91379.74270147822
1618,126229.76354867559
1619,135491.53007154976
1620,159861.9205252089
1621,134478.42560149412
1622,139958.60174213708
1623,271102.93663704075
1624,210937.95244752185
1625,121130.37528620112
1626,162843.256396882
1627,185127.18340255454
1628,264403.58029259485
1629,172883.1305927672
1630,348469.5545544169
1631,213987.3900964804
1632,249945.1471885527
1633,169329.1225808919
1634,187742.9438792149
1635,177188.3519318818
1636,157078.94984144613
1637,189257.285939332
1638,201728.10506716426
1639,176995.81426255504
1640,262989.02323017723
1641,175999.97494772705
1642,224265.78159046586
1643,223400.90804077525
1644,229204.85216302556
1645,182634.19857675862
1646,157194.05620835375
1647,158527.7097363419
1648,135079.90956900694
1649,140965.81822718272
1650,122592.85926219216
1651,119558.47068847019
1652,95484.57327350066
1653,95832.90813648784
1654,149645.31782502428
1655,148414.98622836734
1656,147341.1281935664
1657,150918.70748787772
1658,149390.8164191938
1659,134072.1882679382
1660,148663.3789143402
1661,480007.2538377653
1662,402378.0658998683
1663,385196.73810218065
1664,464096.3927477523
1665,309626.64090598666
1666,330302.98358550965
1667,387327.40753572044
1668,342604.5711469604
1669,296581.815461318
1670,352047.37368997396
1671,275786.8946721933
1672,449122.86537625006
1673,306224.845466498
1674,247472.56199243444
1675,188243.27681712405
1676,190804.85729945928
1677,217377.0508359055
1678,459898.23610365536
1679,409430.95326699945
1680,343467.1748962733
1681,238102.25551508242
1682,305966.88258632564
1683,180941.97029689795
1684,172099.99675104395
1685,173229.5254682147
1686,170661.0652424595
1687,171285.53080884123
1688,189003.7913845254
1689,187504.02283288594
1690,186000.02086129805
1691,177861.6442506235
1692,252650.12262643562
1693,171261.27981495723
1694,182305.39817234644
1695,165076.90378429572
1696,279652.78013120056
1697,168972.02701066362
1698,382156.1278660828
1699,328352.6534983159
1700,247443.66367964578
1701,268050.49191588815
1702,269183.82173261343
1703,263135.296359217
1704,299376.0263624257
1705,225325.70305908928
1706,417788.88037748745
1707,209357.4358220085
1708,207477.07145821076
1709,277344.5070263068
1710,223478.3334634666
1711,249596.28270413872
1712,269129.7935796886
1713,274434.08321302437
1714,231931.17321507173
1715,199378.18304441107
1716,175273.8154029857
1717,171763.75787717648
1718,138581.41587526276
1719,193931.71686232928
1720,238369.63745721203
1721,162952.8525054465
1722,127285.28746870742
1723,155481.11965666752
1724,198534.09758452864
1725,237180.35658944945
1726,184806.6036578016
1727,161154.8859798137
1728,180196.13998301484
1729,167121.8900586846
1730,152590.6637737072
1731,119071.98345255862
1732,134104.05006968512
1733,113967.43773910264
1734,126488.27438492281
1735,136166.13770705817
1736,119091.91169147742
1737,315386.61137706006
1738,222536.13036880753
1739,304990.5985763457
1740,216822.15014239593
1741,194231.81523609135
1742,168995.59635793534
1743,172932.37327304797
1744,287047.70689340663
1745,216373.04715108365
1746,190511.87088248561
1747,214726.953536789
1748,226529.64025868516
1749,157889.4253361572
1750,140490.8843650054
1751,239212.28016841525
1752,123817.9110634817
1753,137948.7157016126
1754,204904.19411580582
1755,170165.13221217904
1756,126710.75051482626
1757,119386.56975739049
1758,141874.3707042393
1759,165357.99331315758
1760,165496.8573169747
1761,149678.59854594074
1762,169863.91615298582
1763,169638.84544775166
1764,119744.6457212464
1765,159814.42276129816
1766,172166.89096240138
1767,208952.21614150816
1768,141958.03565521992
1769,167023.14243044436
1770,142170.27301405979
1771,133922.86547924334
1772,145042.65067256155
1773,134156.30047470322
1774,133823.93942483887
1775,135861.59206607807
1776,122778.23063584587
1777,111981.2035164295
1778,135178.7810669449
1779,114281.44611931023
1780,175094.272016656
1781,128590.89607534984
1782,89705.55415715938
1783,140252.52868082322
1784,94521.29777866861
1785,116746.80580780118
1786,121852.97982424925
1787,157914.80479154017
1788,57025.282880894905
1789,83529.07687158602
1790,76712.69993445696
1791,181024.71946425928
1792,154036.48725735693
1793,134415.40166412533
1794,141899.0343471366
1795,131712.63706399247
1796,114475.5343296582
1797,117333.77238751891
1798,121700.2030645885
1799,111297.05087978592
1800,130060.21778244861
1801,132976.084111913
1802,130983.95011557806
1803,144941.54032753594
1804,143393.01096752772
1805,136565.71761571316
1806,112916.51267019213
1807,126320.99768658572
1808,112872.17142198155
1809,116985.19897384493
1810,136043.9043045102
1811,101800.22349970073
1812,94906.93028402605
1813,124965.71086751498
1814,86930.02696584488
1815,56537.53658754383
1816,92744.04851877515
1817,103634.28409843882
1818,146159.81529483802
1819,119107.56104509963
1820,64273.33807250389
1821,99887.57257653192
1822,140353.95763258124
1823,53312.661392753005
1824,133669.73398390145
1825,129988.62450089215
1826,103448.32353082653
1827,112063.7971730486
1828,139288.59535072916
1829,116145.29012788624
1830,135287.3175201789
1831,155009.24060258578
1832,99916.57478127438
1833,136199.12497934804
1834,117531.08045080752
1835,137140.66658026297
1836,124263.10374999236
1837,91239.03184742539
1838,127982.16895719127
1839,85561.04049089058
1840,150366.96981343263
1841,144937.30953614233
1842,81462.63289453468
1843,139894.14350077938
1844,130242.38177207638
1845,133989.7741573537
1846,149474.99434846043
1847,173623.4997971212
1848,55298.69317282412
1849,105650.90036124512
1850,119409.23650443896
1851,150094.84067417152
1852,125480.35325301763
1853,136186.72817982358
1854,167814.22700772368
1855,146516.87061214496
1856,218968.79368272534
1857,142416.33090901413
1858,141993.0780798699
1859,118824.4942534212
1860,158826.28031829512
1861,117744.43168301806
1862,275792.1363149883
1863,271868.34651529096
1864,271868.34651529096
1865,319659.39841946407
1866,335935.24517387775
1867,231849.824487379
1868,298040.01541775797
1869,205663.47007780318
1870,234022.03055783358
1871,230529.739097804
1872,168837.76270785852
1873,249191.79734249215
1874,142593.06287842273
